model,UPC,short_name,long_name,brand,shipping_type,quantity,list,Shipping Cost
7430.151.002,012611458521,American Standard 7430.151.002,American Standard 7430.151.002 Chrome Berwick Lavatory Vessel Faucet,American Standard,Ground,0,366,11
7430.151.295,012611458538,American Standard 7430.151.295,American Standard 7430.151.295 Satin Berwick Lavatory Vessel Faucet,American Standard,Ground,0,512,11
7430.152.002,012611458507,American Standard 7430.152.002,American Standard 7430.152.002 Chrome Berwick Lavatory Vessel Faucet with Grid Drain,American Standard,Ground,0,398,11
7430.152.295,012611458514,American Standard 7430.152.295,American Standard 7430.152.295 Satin Berwick Lavatory Vessel Faucet with Grid Drain,American Standard,Ground,0,557,11
7430.451.002,012611458545,American Standard 7430.451.002,American Standard 7430.451.002 Chrome Berwick 2-Handle Lever Style Wall-Mount Lavatory Faucet with Grid Drain,American Standard,Ground,0,451,11
7430.451.295,012611458552,American Standard 7430.451.295,American Standard 7430.451.295 Satin Berwick 2-Handle Lever Style Wall-Mount Lavatory Faucet with Grid Drain,American Standard,Ground,0,631,11
7430.471.002,012611458569,American Standard 7430.471.002,American Standard 7430.471.002 Chrome Berwick 2-Handle Cross Style Wall-Mount Lavatory Faucet with Grid Drain,American Standard,Ground,0,451,11
7430.471.295,012611458576,American Standard 7430.471.295,American Standard 7430.471.295 Satin Berwick 2-Handle Cross Style Wall-Mount Lavatory Faucet with Grid Drain,American Standard,Ground,0,631,11
7430.801.002,012611458583,American Standard 7430.801.002,American Standard 7430.801.002 Chrome Berwick Widespread Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,423,11
7430.801.295,012611458590,American Standard 7430.801.295,American Standard 7430.801.295 Satin Berwick Widespread Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,1,593,11
7430.821.002,012611458606,American Standard 7430.821.002,American Standard 7430.821.002 Chrome Berwick Widespread Lavatory Faucet with Metal Cross Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,423,11
7430.821.295,012611458613,American Standard 7430.821.295,American Standard 7430.821.295 Satin Berwick Widespread Lavatory Faucet with Metal Cross Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,2,593,11
7430.900.002,012611458620,American Standard 7430.900.002,American Standard 7430.900.002 Chrome Berwick Deck-Mount 2.5 GPM Tub Fillers with Metal Lever Handles,American Standard,Ground,0,610,11
7430.900.295,012611458637,American Standard 7430.900.295,American Standard 7430.900.295 Satin Berwick Deck-Mount 2.5 GPM Tub Fillers with Metal Lever Handles,American Standard,Ground,0,854,11
7430.901.002,012611458668,American Standard 7430.901.002,American Standard 7430.901.002 Chrome Berwick Deck-Mount 2.5 GPM Tub Fillers with Metal Lever Handles and Handshower,American Standard,Ground,0,742,11
7430.901.295,012611458675,American Standard 7430.901.295,American Standard 7430.901.295 Satin Berwick Deck-Mount 2.5 GPM Tub Fillers with Metal Lever Handles and Handshower,American Standard,Ground,0,1038,11
7430.920.002,012611458644,American Standard 7430.920.002,American Standard 7430.920.002 Chrome Berwick Deck-Mount 2.5 GPM Tub Fillers with Metal Cross Handles,American Standard,Ground,0,610,11
7430.920.295,012611458651,American Standard 7430.920.295,American Standard 7430.920.295 Satin Berwick Deck-Mount 2.5 GPM Tub Fillers with Metal Cross Handles,American Standard,Ground,0,854,11
7430.921.002,012611458682,American Standard 7430.921.002,American Standard 7430.921.002 Chrome Berwick Deck-Mount 2.5 GPM Tub Fillers with Metal Cross Handles and Handshower,American Standard,Ground,0,742,11
7430.921.295,012611458699,American Standard 7430.921.295,American Standard 7430.921.295 Satin Berwick Deck-Mount 2.5 GPM Tub Fillers with Metal Cross Handles and Handshower,American Standard,Ground,1,1038,11
7440.101.002,012611459627,American Standard 7440.101.002,American Standard 7440.101.002 Chrome Quentin Monoblock 1.5 GPM Lavatory Faucet with Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,280,11
7440.101.224,012611499487,American Standard 7440.101.224,American Standard 7440.101.224 Oil Rubbed Bronze Quentin Monoblock 1.5 GPM Lavatory Faucet with Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,392,11
7440.101.295,012611459634,American Standard 7440.101.295,American Standard 7440.101.295 Satin Quentin Monoblock 1.5 GPM Lavatory Faucet with Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,392,11
7440.151.002,012611499531,American Standard 7440.151.002,American Standard 7440.151.002 Chrome Quentin Single Control Vessel Lavatory Faucet,American Standard,Ground,0,318,11
7440.151.224,012611499555,American Standard 7440.151.224,American Standard 7440.151.224 Oil Rubbed Bronze Quentin Single Control Vessel Lavatory Faucet,American Standard,Ground,0,445,11
7440.151.295,012611499548,American Standard 7440.151.295,American Standard 7440.151.295 Satin Quentin Single Control Vessel Lavatory Faucet,American Standard,Ground,0,445,11
7440.152.002,012611499500,American Standard 7440.152.002,American Standard 7440.152.002 Chrome Quentin Single Control Vessel Lavatory Faucet with Grid Drain,American Standard,Ground,0,345,11
7440.152.224,012611499524,American Standard 7440.152.224,American Standard 7440.152.224 Oil Rubbed Bronze Quentin Single Control Vessel Lavatory Faucet with Grid Drain,American Standard,Ground,0,483,11
7440.152.295,012611499517,American Standard 7440.152.295,American Standard 7440.152.295 Satin Quentin Single Control Vessel Lavatory Faucet with Grid Drain,American Standard,Ground,0,483,11
7440.801.002,012611459986,American Standard 7440.801.002,American Standard 7440.801.002 Chrome Quentin Widespread Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,329,11
7440.801.224,012611499586,American Standard 7440.801.224,American Standard 7440.801.224 Oil Rubbed Bronze Quentin Widespread Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,460,11
7440.801.295,012611459993,American Standard 7440.801.295,American Standard 7440.801.295 Satin Quentin Widespread Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,460,11
7440.851.002,012611459658,American Standard 7440.851.002,American Standard 7440.851.002 Chrome Quentin Widespread Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,318,11
7440.851.224,012611499494,American Standard 7440.851.224,American Standard 7440.851.224 Oil Rubbed Bronze Quentin Widespread Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,446,11
7440.851.295,012611459665,American Standard 7440.851.295,American Standard 7440.851.295 Satin Quentin Widespread Lavatory Faucet with Metal Lever Handles and Metal Speed Connect Pop-Up Drain,American Standard,Ground,0,446,11
7440.900.002,012611459719,American Standard 7440.900.002,American Standard 7440.900.002 Chrome Quentin Deck-Mount 1.5 GPM Tub Filler with Metal Lever Handles,American Standard,Ground,0,618,11
7440.900.224,012611499562,American Standard 7440.900.224,American Standard 7440.900.224 Oil Rubbed Bronze Quentin Deck-Mount 1.5 GPM Tub Filler with Metal Lever Handles,American Standard,Ground,0,865,11
7440.900.295,012611459726,American Standard 7440.900.295,American Standard 7440.900.295 Satin Quentin Deck-Mount 1.5 GPM Tub Filler with Metal Lever Handles,American Standard,Ground,0,865,11
7440.901.002,012611459740,American Standard 7440.901.002,American Standard 7440.901.002 Chrome Quentin Deck-Mount 1.5 GPM Tub Filler with Metal Lever Handles and Handshower,American Standard,Ground,0,742,11
7440.901.224,012611499579,American Standard 7440.901.224,American Standard 7440.901.224 Oil Rubbed Bronze Quentin Deck-Mount 1.5 GPM Tub Filler with Metal Lever Handles and Handshower,American Standard,Ground,0,1038,11
7440.901.295,012611459757,American Standard 7440.901.295,American Standard 7440.901.295 Satin Quentin Deck-Mount 1.5 GPM Tub Filler with Metal Lever Handles and Handshower,American Standard,Ground,0,1038,11
7490.000.002,012611181177,American Standard 7490.000.002,American Standard 7490.000.002 Chrome Heritage Centerset Gooseneck Swivel Spout Bar Faucet without Handles,American Standard,Ground,0,155,11
7500.140.002,012611101144,American Standard 7500.140.002,American Standard 7500.140.002 Chrome Monterrey Centerset Lavatory 1.5 GPM Faucet with Lever Handles,American Standard,Ground,1,170,11
7500.145.002,012611464249,American Standard 7500.145.002,American Standard 7500.145.002 Chrome Monterrey Centerset Lavatory 0.5 GPM Faucet with Lever Handles,American Standard,Ground,0,179,11
7500.170.002,012611086526,American Standard 7500.170.002,American Standard 7500.170.002 Chrome Monterrey Centerset Lavatory 1.5 GPM Faucet with Wrist Blade Handles,American Standard,Ground,2,186,11
7500.174.002,012611501234,American Standard 7500.174.002,American Standard 7500.174.002 Chrome Monterrey Centerset Lavatory Faucet 0.35 GPM with Wrist Blade Handles with Red and Blue Indicatord,American Standard,Ground,0,194,11
7500.175.002,012611464256,American Standard 7500.175.002,American Standard 7500.175.002 Chrome Monterrey Centerset Lavatory 0.5 GPM Faucet with Wrist Blade Handles,American Standard,Ground,0,194,11
7500.178.002,012611548833,American Standard 7500.178.002,American Standard 7500.178.002 Chrome Monterrey Centerset Lavatory 1.5 GPM Faucet with Wrist Blade Handles,American Standard,Ground,0,204,11
7500.180.002,012611466618,American Standard 7500.180.002,American Standard 7500.180.002 Chrome Monterrey Centerset Lavatory 1.5 GPM Laminar Flow Faucet with Wrist Blade Handles,American Standard,Ground,0,197,11
7501.140.002,012611101120,American Standard 7501.140.002,American Standard 7501.140.002 Chrome Monterrey Centerset 1.5 GPM Lavatory Faucet with Metal Pop-Up Drain and Lever Handles,American Standard,Ground,0,194,11
7501.145.002,012611464263,American Standard 7501.145.002,American Standard 7501.145.002 Chrome Monterrey Centerset 0.5 GPM Lavatory Faucet with Metal Pop-Up Drain and Lever Handles,American Standard,Ground,0,203,11
7501.170.002,012611086533,American Standard 7501.170.002,American Standard 7501.170.002 Chrome Monterrey Centerset 1.5 GPM Lavatory Faucet with Metal Pop-Up Drain and Wrist Blade Handles,American Standard,Ground,0,209,11
7501.175.002,012611464270,American Standard 7501.175.002,American Standard 7501.175.002 Chrome Monterrey Centerset 0.5 GPM Lavatory Faucet with Metal Pop-Up Drain and Wrist Blade Handles,American Standard,Ground,0,218,11
7502.140.002,012611101137,American Standard 7502.140.002,American Standard 7502.140.002 Chrome Monterrey Centerset 1.5 GPM Lavatory Faucet with Grid Drain and Lever Handles,American Standard,Ground,1,186,11
7502.145.002,012611464287,American Standard 7502.145.002,American Standard 7502.145.002 Chrome Monterrey Centerset 0.5 GPM Lavatory Faucet with Grid Drain and Lever Handles,American Standard,Ground,0,194,11
7502.170.002,012611086540,American Standard 7502.170.002,American Standard 7502.170.002 Chrome Monterrey Centerset 1.5 GPM Lavatory Faucet with Grid Drain and Wrist Blade Handles,American Standard,Ground,0,202,11
7502.175.002,012611464294,American Standard 7502.175.002,American Standard 7502.175.002 Chrome Monterrey Centerset 0.5 GPM Lavatory Faucet with Grid Drain and Wrist Blade Handles,American Standard,Ground,0,211,11
7522.155.002,012611439124,American Standard 7522.155.002,American Standard 7522.155.002 Chrome Commercial 12-in High Gooseneck Spout,American Standard,Ground,0,93,11
7544.118.002,012611439131,American Standard 7544.118.002,American Standard 7544.118.002 Chrome 7-7/16-in Long Angle Wall Supply with Screwdriver Stop,American Standard,Ground,0,77,8
7544.200.002,012611457869,American Standard 7544.200.002,American Standard 7544.200.002 Chrome Angle Wall Supply with Screwdrive Stop,American Standard,Ground,0,75,8
7544.300.002,012611457876,American Standard 7544.300.002,American Standard 7544.300.002 Chrome 9-1/2-in Long Angle Wall Supply with Screwdriver Stop,American Standard,Ground,0,79,8
7545.170.002,012611475122,American Standard 7545.170.002,American Standard 7545.170.002 Chrome Monterrey Centerset 1.5 GPM Lavatory Faucet with Limited Swivel Spout and Wrist Blade Handles,American Standard,Ground,0,209,11
7573.140.002,012611100031,American Standard 7573.140.002,American Standard 7573.140.002 Chrome Laundry Faucet with Hose End and Metal Lever Handles,American Standard,Ground,2,107,11
7573.240.002,012611100048,American Standard 7573.240.002,American Standard 7573.240.002 Chrome 2.2 GPM Laundry Faucet with Aerated End and Metal Lever Handles,American Standard,Ground,1,112,11
7582.167.002,012611439100,American Standard 7582.167.002,American Standard 7582.167.002 Chrome Bedpan Cleanser with Wall Hook for Sprayer End,American Standard,Ground,0,515,15
7676.129.002,012611439148,American Standard 7676.129.002,American Standard 7676.129.002 Chrome Knee Action Mixing Valve with Wall Mounted Bracket ,American Standard,Ground,0,612,10
7679.112.002,012611439155,American Standard 7679.112.002,American Standard 7679.112.002 Chrome Wall-Mounted Self-Closing Double Petal Valve,American Standard,Ground,0,631,10
7680.110.002,012611439186,American Standard 7680.110.002,American Standard 7680.110.002 Chrome Floor-Mounted Self-Closing Single Petal Valve,American Standard,Ground,0,169,10
7680.210.002,012611439162,American Standard 7680.210.002,American Standard 7680.210.002 Chrome Floor-Mounted Self-Closing Double Petal Valve,American Standard,Ground,0,243,10
7716.020.002,012611269370,American Standard 7716.020.002,American Standard 7716.020.002 Chrome Perforated Grid Strainer Drain with 1-1/4-in Tailpiece,American Standard,Ground,0,55,8
7721.038.002,012611084027,American Standard 7721.038.002,American Standard 7721.038.002 Chrome Perforated Grid Strainer Drain for 3-1/2 Outlet Sink,American Standard,Ground,0,106,8
7723.018.002,012611991851,American Standard 7723.018.002,American Standard 7723.018.002 Chrome Perforated Grid Strainer Drain for Sink with Offset Drain,American Standard,Ground,0,93,8
7830.000.002,012611179914,American Standard 7830.000.002,American Standard 7830.000.002 Chrome Heritage Widespread Gooseneck 1.5 GPM Faucet without Handles,American Standard,Ground,1,197,11
7831.000.002,012611179877,American Standard 7831.000.002,American Standard 7831.000.002 Chrome Heritage Widespread Gooseneck 1.5 GPM Faucet with Grid Drain without Handles,American Standard,Ground,0,266,11
7837.124.002,012611439179,American Standard 7837.124.002,American Standard 7837.124.002 Chrome Vacuum Breaker,American Standard,Ground,0,146,8
7866.115.002,012611439117,American Standard 7866.115.002,American Standard 7866.115.002 Chrome Bedpan Cleanser with Self-Closing Valve Sprayer End and Wall Nozzle with Hook,American Standard,Ground,0,350,15
